,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
63,"https://t.co/vjAQA7hhuu Coronavirus most modern: 146,753 cases in Ohio; 62,731 in Kentucky; 113,337 in Indiana - WL… https://t.co/XM4deqde73",2021-02-20 17:58:10,1363186196390825984,DrWell Shop,DrwellShop,1207140943448535040,,,Having a happy and healthy life is one of the most important things for me and my colleagues around us. Stay healthy,False,2,4,0,1002,0,2019-12-18 03:30:19,https://pbs.twimg.com/profile_images/1207141229638516736/h7-jKGq4_normal.jpg,True,False
64,"RT @doctor_oxford: Shame on @MattHancock for breaking public procurement law. The High Court judge said:

“The Secretary of State spent vas…",2021-02-20 17:58:10,1363186195933646849,Leigh Roberts💙,60sleigh,718933489173807104,"Weymouth, England",,"support worker;mum of 4 nanna to 2;cares about people,our world and the future for our children. Proud Labour member.",False,2691,2254,199602,241958,89,2016-04-09 22:47:55,https://pbs.twimg.com/profile_images/1347873771881955330/QzCTZuup_normal.jpg,True,False
65,"RT @KenRoth: Why is Beijing refusing to share with WHO:
1. Anonymized case information on the half of the Dec 2019 Covid cases with no conn…",2021-02-20 17:58:09,1363186193182121986,Finn Eilertsen,undulat69,152237932,,,,False,190,909,12753,36771,16,2010-06-05 12:51:26,https://pbs.twimg.com/profile_images/540727112244543488/7CHaYiP__normal.png,False,False
66,"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la gua…",2021-02-20 17:58:08,1363186188039897089,Yoselin Kelly Escorcia,YoselinKellyEs1,1341766942034714625,"San Francisco, Estado Zulia.",https://t.co/1FzxsVJRZG,"Venezolana, Estudiante Universitaria de la Carrera Ingeniería en Gas.",False,372,687,466,12292,0,2020-12-23 15:26:12,https://pbs.twimg.com/profile_images/1341767562351308809/VJHofzsK_normal.jpg,True,False
67,"RT @spectatorindex: Coronavirus vaccine doses given per 100 people

Israel: 82
UAE: 55
UK: 25
US: 17
Turkey: 7.5
Norway: 6.8
Poland: 6.7
Sp…",2021-02-20 17:58:08,1363186187532296192,Ezzd,Ezzd6,1010003859140296705,,,,False,10,123,123,5730,0,2018-06-22 03:37:39,https://pbs.twimg.com/profile_images/1256972027589582849/_aewrFfp_normal.jpg,True,False
68,RT @Shora: Esto a mí me da mucho más miedo que la pandemia de coronavirus: las crecientes resistencias a antibióticos. https://t.co/m8UjgFa…,2021-02-20 17:58:07,1363186183770005505,Ross_Lopher,RossLopher,1083534444655534080,,,"Mulder, la verdad está ahí pero rodeada de mentiras.

-Scully, ep.17, T1; X Files.

-Estoica, libertaria, esposa y madre😎. 

Don't thread on me!🐍",False,621,1409,13557,4984,0,2019-01-11 01:21:57,https://pbs.twimg.com/profile_images/1246944614717759488/Nd-yYaMQ_normal.jpg,True,False
69,"RT @UniversidadMH: CIOVID es la herramienta creada por investigadores del @ICIOUMH, para monitorizar el Coronavirus en la @c_valenciana 🦠🌴😷…",2021-02-20 17:58:07,1363186183287812096,Manu Pandemia Edition,piano_shadow,2878525983,"Elche, España",,pianista e intento de estadístico UMH 🌴 0∈ℕ,False,176,407,23611,10398,2,2014-11-15 20:50:00,https://pbs.twimg.com/profile_images/1354225046907187204/1isK0V1w_normal.jpg,True,False
70,RT @cnnbrk: President Biden will unveil a $2 billion US contribution to a global coronavirus vaccine initiative on a call with G7 leaders o…,2021-02-20 17:58:07,1363186182872440832,Taposh_M,taposh_m,1296159528459755520,United States,https://t.co/L3holbrHpi,I am a Professional Graphic Designer. Clint satisfaction is my main goal. My Services Like Businesscard | Creditcard | Postcard | Thankyoucard | Logo | Flyer,False,23,100,124,69,0,2020-08-19 18:59:01,https://pbs.twimg.com/profile_images/1339864000587157506/cmkmYmyY_normal.jpg,True,False
71,"Hay que cocinar productos de estación. Hoy, berejenas en conserva. Cociné para tener stock hasta que me toque el tu… https://t.co/5HWdZ2e5RJ",2021-02-20 17:58:07,1363186182297944064,Debora Slotnisky,deboraslot,142790142,debora200@gmail.com,https://t.co/VoMN46gK5Y,"Periodista de Tecnología. Autora de libros sobre Transf. Digital. Escribo en diarios La Nación y El Cronista. Premios: ADEPA, Sadosky y otros.",True,8382,1008,11705,28618,298,2010-05-11 19:34:51,https://pbs.twimg.com/profile_images/716291746204921857/oSZO7r0n_normal.jpg,False,False
72,"RT @Uppolice: Welcome to the red planet,  #Perseverance !

As you land here to search for signs of past life, it’s also essential to persev…",2021-02-20 17:58:07,1363186182050390018,Uttam Singh Rathore,upcoprathore,1014669836,"Hapur, India",https://t.co/rgr7yEQqrC,"INSPECTOR IN UP POLICE🇮🇳
Helpless human and science under the power of nature.

🔃https://t.co/rLIuHlVeo2

🔃https://t.co/zx409SKFHL",False,4059,254,90260,14220,0,2012-12-16 07:17:25,https://pbs.twimg.com/profile_images/1339244741452414976/2GBGDXv-_normal.jpg,True,False
73,"RT @beltrandelrio: Alguien que reta permanentemente al coronavirus no usando cubrebocas, tarde o temprano se va a contagiar y va contagiar…",2021-02-20 17:58:07,1363186181492649990,Rox Franco 😷,FrancoRox,889846777657999362,México,,😏,False,20985,7788,286069,49095,34,2017-07-25 13:56:19,https://pbs.twimg.com/profile_images/1329236676187713536/AiJqw7Ul_normal.jpg,True,False
74,RT @AdelesBabyDaddy: why is coronavirus so stubborn?? swine flu didn’t bother us like this,2021-02-20 17:58:06,1363186180444012544,Shai 🦋,WendeAmor,1183303212,,,Mark 11 vs 24 || You Gotta Nourish To Flourish🌻,False,786,1005,37272,35847,2,2013-02-15 17:47:36,https://pbs.twimg.com/profile_images/1351466624960897028/Qq-_Qi7C_normal.jpg,True,False
75,"RT @DPDOficial: #DPDOficial #20Feb 
La única manera para derrotar el coronavirus, es cumplir con todas las medidas preventivas de higiene y…",2021-02-20 17:58:06,1363186179340910595,@DPDLaGuaira,DPDLaGuaira2,1313249721461420032,,,"Dirección General de Prevención del Delito.
Ente adscrito al MPPPRIJP.
Coordinación edo. La Guaira.",False,38,123,130,188,0,2020-10-05 22:51:25,https://pbs.twimg.com/profile_images/1363095386487984129/3prv5FVe_normal.jpg,True,False
76,"RT @CTRailCommuters: @ctcapitolreport Metro-North weekday ridership also down 80%

https://t.co/jdv74nboaw",2021-02-20 17:58:06,1363186178267176960,Doug Hausladen,doughausladen,248719612,"New Haven, CT",https://t.co/XBfjOqtuZn,Proud to work for @MayorElicker as @NewHavenDOT @ParkNewHaven | Member @GNHTD_CT @CTRailCouncil @NHCAT1 | Coach @YaleWaterPolo | #blm #NHV #gscia | he/him/his,False,3781,5002,15678,23357,119,2011-02-07 15:48:36,https://pbs.twimg.com/profile_images/1059789056119320578/mP3EF86U_normal.jpg,False,False
77,"RT @Mippcivzla: 🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍 ! ✍️🇻🇪 

Ya que el Coronavirus se puede transmitir fácilmente de persona a persona, es necesario adopt…",2021-02-20 17:58:06,1363186178040733699,Urdenis,Urdenis3,1260399003117764608,,,activo..!,False,8,281,299,277,0,2020-05-13 02:41:07,https://pbs.twimg.com/profile_images/1260400418355642368/Sp4Dj3SI_normal.jpg,True,False
78,Do you mean the vaccination that doesn't stop the transition of the supposed virus? https://t.co/06ONpfwT0y,2021-02-20 17:58:06,1363186178015584260,This Is Madness,ThisIsMadness5,1126570687156629504,"London, England",https://t.co/GgHZOHLCmb,"Just another Polish bustard living in the UK. If you disagree with me on something, feel free to tell me to go back to my own country.

My life is essential",False,1012,487,1914,8877,2,2019-05-09 19:32:37,https://pbs.twimg.com/profile_images/1250453661496545282/buqG3f56_normal.jpg,True,False
79,J’ai témoigné pour le @HuffPostLife sur les nouveaux obstacles crée par la COVID-19 pour les couples binationaux… https://t.co/p42HlZWgzk,2021-02-20 17:58:05,1363186174093844482,Charlotte Suzanne,CharlotteSuzan3,1356373645413781596,,,"PhD Law student ⚖
Française 🇫🇷",False,10,24,219,71,0,2021-02-01 22:47:41,https://pbs.twimg.com/profile_images/1358931358685540352/1EsPYh40_normal.jpg,True,False
80,RT @mabarnier: Pronto podrían comenzar los ensayos clínicos de la vacuna contra #Coronavirus en RECIÉN NACIDOS y EMBARAZADAS #johnsonandjoh…,2021-02-20 17:58:04,1363186172181303302,Alberto García,AGG7,140795123,"Madrid, Spain",,Investment Software Developer (BSCS and BSND),False,467,186,262992,64927,2,2010-05-06 11:34:49,https://pbs.twimg.com/profile_images/878015911/02-04-10_1322_normal.jpg,False,False
81,"RT @record_mexico: 🚨Último momento 🚨

López-Gatell dio positivo por Coronavirus 
https://t.co/nuY3ouY0y7",2021-02-20 17:58:04,1363186170704846854,Guido Nandez ⚽️,kike17fernandez,142178615,,,"🇦🇷🇲🇽 Vida de cholo! Amante de la bocha, apasionado por el futbol, hincha azulcrema, merengue y xeneize; DT desde mi silla.",False,394,440,16503,162582,6,2010-05-10 05:29:23,https://pbs.twimg.com/profile_images/1331836814647304192/yerSE5ek_normal.jpg,True,False
82,"El debate sobre a quiénes vacunar primero pasa por responder está pregunta.

Spoiler: las vacunas son muy nuevas y… https://t.co/pAgpKkPCtJ",2021-02-20 17:58:04,1363186170402897921,Elcoles Terol,surdeloceano,1260634390675304449,,https://t.co/UDH5FLNlbp,"Ven, hablemos del amor",False,273,447,2773,26135,2,2020-05-13 18:14:10,https://pbs.twimg.com/profile_images/1350491504347918338/AFBWd8sE_normal.jpg,True,False
83,"RT @beltrandelrio: Alguien que reta permanentemente al coronavirus no usando cubrebocas, tarde o temprano se va a contagiar y va contagiar…",2021-02-20 17:58:04,1363186170302255104,Dҽɳα,denadiazz,3998158872,🏞️,,👨‍👩‍👧🌺🐶🌌📸,False,462,598,15806,3189,2,2015-10-24 03:51:41,https://pbs.twimg.com/profile_images/1360359225516568584/UYrVe554_normal.jpg,True,False
84,RT @HaftaiH: “The U.N. humanitarian agency...said  in a new report that 🇪🇹n defense forces continue to occupy a hospital in the town of Abi…,2021-02-20 17:58:04,1363186170251923456,Abeba Zenash,AbebaAnteneh,1324425258372374528,"Toronto, Ontario",,love diving,False,2,40,60,81,0,2020-11-05 18:56:16,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
85,Laois Covid-19 cases going in the wrong direction as new daily cases spike https://t.co/hYeHbKNQji,2021-02-20 17:58:03,1363186167487815683,Laois Matters,LaoisMatters,1344571124529639424,,,Laois Matters,False,127,293,281,878,0,2020-12-31 09:08:46,https://pbs.twimg.com/profile_images/1346420412276740096/4GiZGmga_normal.jpg,True,False
86,RT @JaSimmank: Es ist nur ein bisschen nerdy geworden: Mit der Biostatistikerin @nataliexdean haben @elena_erdmann und ich über Impfstoffst…,2021-02-20 17:58:03,1363186166019854345,Jesse Ventura,JesseVentura86,1265614666115538945,"Frankfurt am Main, Deutschland",,"„Dieser Faktor Mensch, der stört da überall rein.“",False,249,248,50991,14784,5,2020-05-27 12:03:52,https://pbs.twimg.com/profile_images/1334564772239601670/dwSQ6NMX_normal.jpg,True,False
87,"RT @la_patilla: Más contagiosas, más resistentes, más temibles: Las variantes del coronavirus a prueba https://t.co/3cY4BNs8yy",2021-02-20 17:58:03,1363186164535025671,Klabavaz - Consultor,klabochka,119615087,,,Ing. en Informática con Maestrías en Ing.Industrial (Unexpo) e https://t.co/SU75Z454j6 Org. y https://t.co/DwrC1O11TX Empresas~DEA (UPM_Madrid).Facilitador EMPRETEC-ONU,False,308,847,11034,18383,4,2010-03-04 04:22:47,https://pbs.twimg.com/profile_images/895727889106305024/5YF1UaW9_normal.jpg,True,False
88,"Amigos ayer casi me da muerte de cuna (porque obvio sigo siendo un bebé) 😭 me asusté mucho jajaj
Hoy traigo la oxig… https://t.co/MpBsc3U4IJ",2021-02-20 17:58:02,1363186164027461632,Emmanuelle,emmanuellecon2m,1307440461276119041,,https://t.co/eVLko9ZAfz,"Something wrapped around my past mistakes in barbed wire, chains around my demons, wool to brave the seasons, one single thread of gold tied me to you",False,25,37,769,280,0,2020-09-19 22:04:44,https://pbs.twimg.com/profile_images/1344335898163507204/Pwi3e6q5_normal.jpg,True,False
89,"#Copertina #Covid Coronavirus, situazione invariata a Positano: resta un solo cittadino positivo https://t.co/glNPW2ZUyW",2021-02-20 17:58:02,1363186162802696192,Positanonews,positanonews,37298835,Positano Amalfi Coast Italia,http://t.co/3ho8r7jXH9,"News , notizie, foto e video di Positano, costa d' Amalfi, Sorrento e dintorni https://t.co/595drqtCLc",False,3016,2556,178,362896,51,2009-05-02 22:31:19,https://pbs.twimg.com/profile_images/3208941158/c54db2520d7f1427556df5e1fc191725_normal.jpeg,False,False
90,I have been recommending CO2 monitors in indoor offices for a couple of months now. It’s a great way to know if you… https://t.co/tT0EMHnZT1,2021-02-20 17:58:02,1363186161674412033,Linus Chong DDS MS,DdsLinus,1356103839053582338,,https://t.co/k50eA1YOlQ,"Periodontist, focus on perfect oral health, motivator",False,0,13,0,6,0,2021-02-01 04:55:41,https://pbs.twimg.com/profile_images/1356104067286634498/8TB83sLg_normal.jpg,True,False
91,"RT @dw_espanol: Un año de la primera detección del #coronavirus en Europa

La médica Malara se saltó el protocolo de su hospital por una co…",2021-02-20 17:58:02,1363186161670324235,Jesús Rafael Rodríguez-Aguilera,harry_brennan,104209692,"Leipzig, Alemania",https://t.co/Gd6nnBEmiN,"I'm learning about #Metabolism, #Epigenetics and #VascularCells at @HIMAG_Leipzig. PhD, UNAM",False,630,1162,9527,18081,26,2010-01-12 16:46:19,https://pbs.twimg.com/profile_images/1348111508182589443/n_RbhpVj_normal.jpg,False,False
92,"RT @Mippcivzla: 📌 𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 🧬 

Reduce el riesgo de infección del Coronavirus (Covid-19) con las siguientes medidas  al ir en un vehículo…",2021-02-20 17:58:02,1363186161364140036,@Jerm85,Jerm162,1248590312735485952,,,Revolucionaria hasta la muerte @Jerm85,False,37,32,47,15303,0,2020-04-10 12:35:11,https://pbs.twimg.com/profile_images/1248593960546664448/JPx7rM10_normal.jpg,True,False
93,RT @dugwuoju: A really important story by ⁦@BriannaCalix⁩.                                Fresno CA retirees’ health suffers during COVID-1…,2021-02-20 17:58:01,1363186156540674050,Fresno Bee,FresnoBee,8249832,"Fresno, California",http://t.co/Q8KCuIPBl6,The No. 1 source of news in California's central San Joaquin Valley. #ReadLocal & Subscribe to The Bee: https://t.co/1Ehs9jq0Tg,True,93315,767,3282,125615,1016,2007-08-17 17:44:58,https://pbs.twimg.com/profile_images/778693010234019841/zmnGbV72_normal.jpg,False,False
94,"RT @ELDEBATE: ÚLTIMO MINUTO 🔴 Durante esta mañana el subsecretario de Prevención y Promoción de la Salud, Hugo López Gatell confirmó estar…",2021-02-20 17:58:00,1363186154988658693,Sandra Audelo,AudeloSandra,2519188398,México,,"Comunicóloga, Reportera Web de periódico El Debate",False,65,1306,577,201,0,2014-05-24 02:05:16,https://pbs.twimg.com/profile_images/1328559048459915264/ASNXPMuZ_normal.jpg,False,False
95,@jabarocas Amen! And we are doing just that @The_BMC https://t.co/fNWkOBzO7C,2021-02-20 17:58:00,1363186153281716226,"Megan Young, MD",Megany221,427811307,"Boston, MA",,"geriatrician, medical educator, home care, clerkship director, advanced communication skills, assistant dean, student affairs @BUMedicine @The_BMC @BUGeriatrics",False,940,925,3905,558,18,2011-12-04 00:39:40,https://pbs.twimg.com/profile_images/1276805670617133056/_frts_Jy_normal.jpg,True,False
96,"RT @KannoYoungs: BROWNSVILLE, Tex. — Roughly a dozen migrants are dropped off by a CBP van at the bus station. All woman and children. A te…",2021-02-20 17:58:00,1363186153160081410,Sam Wisbey,samwisbey,47480118,,,,False,126,251,183730,50053,0,2009-06-15 23:37:42,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
97,"Questa vita da pandemia è arrivata persino nei sogni che faccio di notte.
Ormai sono stanca, è passato un anno e no… https://t.co/Vo3uDFdsUV",2021-02-20 17:57:59,1363186149297127428,AnnaG.,anu_glr,995263094,,,“Thank you for being so not Italian.”,False,259,497,35585,2015,10,2012-12-07 15:15:33,https://pbs.twimg.com/profile_images/1347215553933488129/mz-Tt4OM_normal.jpg,True,False
98,#Florida county commissioner handpicked 2 affluent zip codes for access to a #COVID19 vaccination site – then added… https://t.co/zMyJapptnu,2021-02-20 17:57:59,1363186147854323712,Julie Laumann,Otpor17,53190110,,,"The line separating good and evil passes not through states, nor between classes, nor between political parties either - but right through every human heart.",False,5252,1990,31897,66098,114,2009-07-02 21:15:04,https://pbs.twimg.com/profile_images/1351969247359078401/eROCmT0-_normal.jpg,True,False
99,RT @jsolomonReports: Johns Hopkins doc: U.S. may hit COVID herd immunity ‘by April’ | Just The News https://t.co/ZkvoaW3BZw,2021-02-20 17:57:58,1363186144859496448,Barb Anderson,BarbAnd49536936,952342464685223936,,,,False,224,169,92888,49115,2,2018-01-14 00:51:52,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
100,"RT @LMClinical: #Antibodies that react to both ordinary #coronaviruses, which cause the #CommonCold, and #SARSCoV2 do not neutralize the #C…",2021-02-20 17:57:57,1363186142846332928,PennBot,PennBot1740,1016430409721118720,"Philadelphia, PA",,I am an automated and interactive twitter bot serving the Penn community. Created and programmed by PJS - applicant for Penn class of 2023 (but rejected).,False,2199,2979,0,37752,3,2018-07-09 21:14:28,https://pbs.twimg.com/profile_images/1016436303204773889/UZSqNle-_normal.jpg,False,False
101,"i love how openly corrupt our political system is. He may get some stern questions about this at his hearing, but t… https://t.co/RuQpfcuoF7",2021-02-20 17:57:57,1363186140371689474,29 U.S.C. § 157,OrganizingPow3r,1269503281048498177,,,Neera Tanden is a union buster: https://t.co/RFPvg3YZPy,False,4337,728,8366,9954,29,2020-06-07 05:35:54,https://pbs.twimg.com/profile_images/1327788684188454913/KEgX9RcA_normal.jpg,True,False
102,RT @FiatVoluntasT10: 🥶 Je suis beaucoup plus terrorisé par le gouvernement que par le coronavirus.,2021-02-20 17:57:55,1363186132926791684,bob lazard,Shakagosu,235071524,"Aix-en-Provence, France",,soldat digital,False,27,145,521,624,0,2011-01-07 08:13:30,https://pbs.twimg.com/profile_images/1252955763275968514/VnLzlJCf_normal.jpg,True,False
103,"https://t.co/wn03j928C8 
 
लॉकडाऊनबाबतचे ‘ते’व्हायरल संदेश पुर्णत: चुकीचे #coronavirus #Lockdown",2021-02-20 17:57:55,1363186132754731010,ABP माझा,abpmajhatv,52121743,"Mumbai, India",https://t.co/031pVVA92U,"मराठीतील नंबर 1 ट्विटर हँडल | लेटेस्ट अपडेट्ससाठी फॉलो करा | 
व्हिडिओ : https://t.co/zszMEQE7bA 
लाईव्ह स्ट्रिमिंग : https://t.co/Ui92cYAeTR",True,867622,371,483,280941,558,2009-06-29 17:22:58,https://pbs.twimg.com/profile_images/1339019961310703616/hTE9WKSp_normal.png,False,False
104,Rússia registra a terceira vacina contra o novo coronavírus - https://t.co/hzPjL7PT4N https://t.co/8h7o3nc3Th,2021-02-20 17:57:54,1363186130225668097,Midia News Brasil,MidiaNewsBR,1125479023847583745,"Campo Grande, Mato Grosso do S",https://t.co/ZOpmZA3PwN,"A equipe do portal Mídia News é formada por jornalistas, colunistas, parceiros e colaboradores escolhidos pelo critério da competência e da isenção",False,423,220,1320,18836,0,2019-05-06 19:14:44,https://pbs.twimg.com/profile_images/1125479158002454529/AOe9ldpI_normal.jpg,False,False
105,"RT @AmeliaDeschamps: #Boletín336
RD supera las tres mil muertes por #COVID19. En el boletín de hoy @SaludPublicaRD reportó 17 nuevos fallec…",2021-02-20 17:57:54,1363186127860072449,Jose Luciano,jluciano26,102679266,"anto Domingo de Guzmán, Domini",,,False,451,1585,9261,10101,0,2010-01-07 13:32:22,https://pbs.twimg.com/profile_images/1188646812397248514/Rc7zl2XX_normal.jpg,True,False
106,"RT @PBNS_India: The number of confirmed coronavirus cases in Germany stands at 23,78,883, data from the Robert Koch Institute (RKI) for inf…",2021-02-20 17:57:53,1363186126018600960,Palash Harley,palaash4srk,710184018231164928,,,Conscious Citizen. | Psytrance - Hip Hop | Political Science/UG | Sports |,False,687,265,15652,98729,1,2016-03-16 19:20:39,https://pbs.twimg.com/profile_images/1323748106534481920/nVLBMvjK_normal.jpg,True,False
107,"RT @ctxt_es: ""Hemos parecido olvidar algo fundamental: lo ideal es encontrar un fármaco con acción antiviral, que sea capaz de abortar la e…",2021-02-20 17:57:53,1363186125305761795,Mireia🔻🎗️,frazers_mireia,836031779521892353,,,"It's a new world every heart beat. - Joyce Cary 

***Disclaimer: tweets en català, castellano, English***",False,116,243,13613,7430,0,2017-02-27 01:54:43,https://pbs.twimg.com/profile_images/1326182362548494337/RE-Ae4Fz_normal.jpg,True,False
108,"RT @AP: The Boy Scouts of America is celebrating its inaugural class of female Eagle Scouts, a group of 1,000 girls and young women who are…",2021-02-20 17:57:53,1363186124332666880,Roberto Re   🇮🇹  🇪🇺,RobRe62,180317088,"Milano +45.465556°, +9.190000°",https://t.co/hGdwn41HO0,"Ich bin ein Mailänder,independent analytical thinker.Fulltime student of News RT=FYI #ElectronicsEngineer #networker #Milano #SmartBot #SkyOverMilan #FCUB",False,14070,3871,22331,1305628,6596,2010-08-19 09:58:53,https://pbs.twimg.com/profile_images/1360848862819328000/HaE_bnL1_normal.jpg,False,False
109,"@IngrahamAngle Laura, America is still digging out from the failed Trump coronavirus vaccine distribution system. A… https://t.co/SwJjuQsvei",2021-02-20 17:57:53,1363186124001214464,William Conyers 😷,shoyu,10512092,"Staten Island, NY",https://t.co/8AH4pm0due,I love learning about social media and marketing. https://t.co/6fRsfRKNyf | https://t.co/jghnovIdKh,False,111,57,453,6304,60,2007-11-24 07:35:45,https://pbs.twimg.com/profile_images/476852224765603840/_hHkTPhv_normal.jpeg,False,False
110,"RT @NewstalkFM: A consultant paediatrician is calling for the allocation of ""massive resources"" to deal with the impact of the coronavirus…",2021-02-20 17:57:52,1363186120608124930,Chris Muldoon,ChrisMuldoon25,869220683397595140,Ardboe,,#Ardboe #Beatles #Boyzone  #Family #Friends,False,405,1000,13856,254,0,2017-05-29 15:55:35,https://pbs.twimg.com/profile_images/1206700937756196865/qdugSujk_normal.jpg,True,False
111,"RT @aedwardslevy: New: Nearly a year into the pandemic, I asked people across the U.s. to tell me in their own words what they miss most ab…",2021-02-20 17:57:52,1363186120071208968,Lauren Weber,LaurenWeberHP,106160229,"St Louis, MO",https://t.co/3BFNtVqhyn,Midwest Correspondent for @KHNews. Former @HuffPost reporter. @Georgetown alum. STL @Cardinals fan. The HP stands for health policy. LaurenW@kff.org,True,6925,3986,16241,6571,177,2010-01-18 17:53:31,https://pbs.twimg.com/profile_images/902958473868128262/WfJ1KsO-_normal.jpg,False,False
112,"RT @mi6rogue: Im told this is the membership of the ""Covid Recovery Group""
#coronavirus #Covid19UK https://t.co/TGGIKF41LR",2021-02-20 17:57:52,1363186119702175748,Sue Barnish 💙 Save Lives - Wear a Mask 😷,SueBarnish,746243075194793984,Citizen of Somewhere,,"Frustrated at injustice and inequality. Old enough to be fed up, young enough to feel hopeful. Struggling hard to suffer fools gladly.",False,6661,5096,219415,96140,3,2016-06-24 07:26:28,https://pbs.twimg.com/profile_images/856089926445793281/hGmPMNZo_normal.jpg,True,False
113,"RT @Mippcivzla: 📌 𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 🧬 

Reduce el riesgo de infección del Coronavirus (Covid-19) con las siguientes medidas  al ir en un vehículo…",2021-02-20 17:57:51,1363186117265264643,🌹Rossy777,Rossy7773,1307340897680584705,,,"Venezuela 🇻🇪, mi país. 💛💙❤️ Mujer Guerrera de Amor 😚🦋 Sígueme ✨☕🍫",False,97,182,19,40030,0,2020-09-19 15:30:03,https://pbs.twimg.com/profile_images/1309648186278019073/fE5JaKzu_normal.jpg,True,False
114,"RT @ctxt_es: ""Hemos parecido olvidar algo fundamental: lo ideal es encontrar un fármaco con acción antiviral, que sea capaz de abortar la e…",2021-02-20 17:57:51,1363186116413837321,Mar 🔻,unka123,209752586,Murcia,,La vida es aquello que te va sucediendo mientras te empeñas en hacer otros planes. John Lennon,False,1070,1091,3717,3577,6,2010-10-29 21:15:22,https://pbs.twimg.com/profile_images/378800000662116509/e1b4a6c1bb1a05a5885d9abb5d881365_normal.jpeg,False,False
115,"RT @NYC_SBS: Join us for First Read Coronavirus Update: Effect on Industry on 2/23 with: 

*@CityAndStateNY 
*@NYCMayorCounsel's Bess Chiu…",2021-02-20 17:57:51,1363186114530586631,Vicki Been,VickiBeen,1045425589,"New York, NY",,Deputy Mayor Housing & Econ Development @nycgov; Working to ensure this city opens doors for everyone the way it gave so much to me. Views are personal.,False,2033,875,928,1740,15,2012-12-29 17:02:26,https://pbs.twimg.com/profile_images/1051636229014507521/MU0FlvNK_normal.jpg,True,False
116,"RT @beltrandelrio: Alguien que reta permanentemente al coronavirus no usando cubrebocas, tarde o temprano se va a contagiar y va contagiar…",2021-02-20 17:57:49,1363186109207953410,I'Miguel A CF ®™,Imiguel78,521043027,León Gto.,,"Runner/Selfmade/ activista incansable/ fan a todos los deportes, soñador /Freethinker
Miguel Ángel Calderón Fernández +1524774169180",False,1220,4998,84577,105754,25,2012-03-11 05:38:53,https://pbs.twimg.com/profile_images/1107724492799787008/jLLgEHRV_normal.jpg,True,False
117,"RT @CNBC: United Airlines is betting on rapid coronavirus testing, and will be testing every passenger on certain trial flights in an attem…",2021-02-20 17:57:49,1363186105701568517,💙 Twintair ✈️🌐,twintair737,3385729313,Lyon. France 🇫🇷,,"Bienvenue à Twintair .. Un regard différent sur l'aviation. Et des clins d'œil de la vie.
Merci pour votre visite ! .. Thank You For Your Visit! 💙✈️🌐 👌😉",False,2286,4187,368698,71918,188,2015-07-21 11:15:16,https://pbs.twimg.com/profile_images/1179867606544769024/uF4DFwYQ_normal.jpg,True,False
118,"@packetsniffer99 @G118ERT Nope, I'm not seeing any data whatsoever, where is this data that demonstrates vaccinated… https://t.co/2rVhpoJ16k",2021-02-20 17:57:48,1363186104267079683,Absquatulate - Gab: @Absquatulate1,airstripone84,108374171,England,https://t.co/LqDu5xSq1u,"✝ Just a Christian man, with a camera. If the meek inherit the earth l'm screwed.. 
'Courage is not the absence of fear, it's the presence of faith'.",False,5144,4045,124012,46477,37,2010-01-25 18:59:43,https://pbs.twimg.com/profile_images/1296372346702438400/AYj8qn98_normal.jpg,True,False
119,RT @saraart4: @007Macronistan @Philipponphili1 @chriss17031 https://t.co/UvAoP0ImCZ,2021-02-20 17:57:48,1363186103608627206,Russel OPS,OBSRussel,1306629754012000259,,,toute réaction positive ou négative est bonne à prendre😉,False,455,1626,24983,15589,0,2020-09-17 16:23:26,https://pbs.twimg.com/profile_images/1355853699696963588/5hNZuVqn_normal.jpg,True,False
120,"RT @hugopcortes: Ojalá se recupere .. 🤔 no se si era de esperarse que se contagiara.
Lo digo por aquella receta célebre de ... ""No MENTIR,…",2021-02-20 17:57:48,1363186102421622787,Francisco DDC #LaR,Francis32252909,2919936727,,,Anti-lope-z Solo un simple ciudadano con amor a Mexico y en contra de todo lo que tenga que ver con el gobierno actual. #LaR,False,6636,5732,42197,12968,3,2014-12-05 18:45:56,https://pbs.twimg.com/profile_images/1151910188565372928/NmhcCBkS_normal.jpg,True,False
